,rank,score,title,type,genres,episodes,producers,trailer,image,description
4096,4097,7.0,Terra Formars,TV,"['Action', 'Horror', 'Sci-Fi']",13,"['Warner Bros. Japan', 'SANZIGEN', 'Ultra Super Pictures', 'MAGES.', 'Good Smile Company', 'Shueisha', 'Animatic']",https://www.youtube.com/embed/KVx9GrpN5lU?enablejsapi=1&wmode=opaque&autoplay=1,https://cdn.myanimelist.net/images/anime/2/67117.jpg,"During the 21st century, humanity attempted to colonize Mars by sending two species which could endure the harsh environment of the planet to terraform it—algae and cockroaches. However, they did not anticipate the species' remarkable ability to adapt. Now in the 26th century, a lethal disease known as the Alien Engine Virus has arrived on Earth, and the cure is suspected to be found only on Mars. The problem is, Mars in the present is overrun by creatures known as ""Terraformars,"" incredibly powerful and intelligent humanoid cockroaches that mutated from those originally sent to the planet. 

The Annex I team, consisting of a hundred men and women genetically enhanced with characteristics of powerful organisms from earth, has been sent to Mars on a mission to find the cause of the Alien Engine Virus and to help cure humanity—signalling the start of the crew's fight for survival.

[Written by MAL Rewrite]"
4097,4098,6.99,Kokkoku,TV,"['Drama', 'Mystery', 'Supernatural']",12,['Twin Engine'],https://www.youtube.com/embed/nsv2ymwJlvE?enablejsapi=1&wmode=opaque&autoplay=1,https://cdn.myanimelist.net/images/anime/8/89987.jpg,"After presumably failing 19 job interviews in one day, Juri Yukawa's dreams of moving out of her parents' home are utterly dashed. Stuck living with her working mother Nobuko, NEET brother Tsubasa, laid-off father Takafumi, and single-parent sister Sanae, the only hope for this family to raise a decent adult is her little nephew Makoto. However, this struggling family's life takes a turn for the worse when Makoto and Tsubasa are violently kidnapped by a mysterious organization and held for ransom. With only 30 minutes to deliver five million yen to the criminals, Juri's grandfather reveals a dangerously powerful secret to her and Takafumi.

By offering blood to her grandfather's mystical stone, the three enter the world of ""Stasis,"" a version of their world where time stops for everyone but the users. Having arrived at their destination, their rescue efforts go awry when they are assailed by a surprising group of people who are somehow able to move around within Stasis. While all hope seems lost, a monstrous giant known as the Herald appears amidst the chaos, its intent and motivations as cryptic as the very nature of this timeless world.

[Written by MAL Rewrite]"
4098,4099,6.99,Mushiking: The Guardians of the Forest,TV,"['Drama', 'Mystery', 'Supernatural']",52,"['TV Tokyo', 'Yomiuri Advertising']",https://www.youtube.com/embed/AeJj-de-HZQ?enablejsapi=1&wmode=opaque&autoplay=1,https://cdn.myanimelist.net/images/anime/6/23618.jpg,"The story begins with a spaceship struggling to return to its home world, which crash lands onto a dying planet, triggering an explosion of pure energy, generated by the powerful and mysterious life forms that are piloting the craft. This outburst of energy infuses the dying planet with a life-generating force.

Popo, the main character of the story, lives happily with his mother on this planet in a remote part of the forest that is populated with praying mantises, ladybugs, beetles and many other insects.

Popos greatest desire is to grow up and become stronger, so that he can search for his father who left the family several years before and has not been heard from since. His father was known as the Guardian of the Forest, as he was passionately dedicated to his research on the planet and on the forest in which his family lives.

One day, while walking through the forest, Popo witnesses an ominous event. A strange flowing mist appears, completely covering the forest. A mysterious and sinister character, Passer, also appears, condemning Popos father as an enemy of the forest people and the source of all their trouble. Popo races home only to find to his shock and amazement that his mother has been transformed into a half-plant, half human creature.

Confused and dismayed over what he has seen, Popo decides that only his father will be able to restore his mother to her human self and rescue the forest from harm. He decides to leave his home in search for his father.

However, the evil Adder and his henchmen plot to prevent Popo from achieving his goal with the help of giant beetles who attack the young boy at every turn. Fortunately, Popo has an ally, Mushiking: The King of Beetles! With his overwhelming strength and overpowering fighting style, Mushiking always comes through at the nick of time to save the young boy from defeat and to set him back on his quest.

Is Popo able to find his father and to save his mother and the forest? Discovering his destiny as the next Guardian of the Forest, and protected and guided on his journey by Mushiking, Popo's epic quest to reunite with his father now begins! 

(Source: Official Site)"
4099,4100,6.99,Ling Long: Incarnation Final Chapter,ONA,"['Action', 'Drama', 'Horror', 'Sci-Fi', 'Suspense']",2,['bilibili'],,https://cdn.myanimelist.net/images/anime/1916/114704.jpg,Final installment of Ling Long: Incarnation.
4100,4101,6.99,Lupin III: The Secret of Mamo,Movie,"['Action', 'Adventure', 'Comedy', 'Mystery']",1,['add some'],,https://cdn.myanimelist.net/images/anime/11/34211.jpg,"Lupin, the master thief/spy/Jack of all Trades, has been executed, but he is still alive, and not even Lupin himself knows how that is possible. While trying to figure out, however, he and his gang are thrust into a conspiracy involving clones, Lupin's un-trustworthy rival Fujiko, and a miniature madman's plot to take over the world.

(Source: ANN)
"
4101,4102,6.99,Lupin III: Tenshi no Tactics - Yume no Kakera wa Koroshi no Kaori,Special,"['Action', 'Adventure', 'Comedy', 'Mystery']",1,['add some'],,https://cdn.myanimelist.net/images/anime/10/27604.jpg,"Stolen from the famous ""secret"" Air Force base, Area 51, Lupin's most recently stolen treasure holds a secret. Four ""Bloody Angels,"" the toughest women Lupin has ever faced, want the treasure for their own terrorist purposes. Meanwhile Zenigata teams up with a female police officer to hunt Lupin and the terrorists down.

(Source: ANN)"
4102,4103,6.99,Manga Fairy Tales of the World,TV,"['Adventure', 'Drama', 'Fantasy']",127,"['TBS', 'DAX Production']",,https://cdn.myanimelist.net/images/anime/1430/132401.jpg,"Each episode of this series tells the story of a famous fairy tale from all around the world. Some of them are adapted from famous books such as ""The Iliad"".

(Source: ANN)"
4103,4104,6.99,Murder Princess,OVA,"['Action', 'Adventure', 'Fantasy']",6,['Marvelous'],,https://cdn.myanimelist.net/images/anime/5/19558.jpg,"After a sudden coup d'etat by the court scientist Dr. Akamashi results in the king's death, Princess Alita Castilia Arago Forland is forced to flee the capital. During her mad dash for survival deep into the forest, Alita collides with the brutal and temperamental bounty hunter Falis, which causes the two women to magically switch bodies.

Using her original body as collateral, Alita convinces Falis—and her henchmen Dominikov and Pete—to help take back the capital from the treasonous scientist by pretending to be the real princess. However, while the plan was initially successful, the only diplomacy Falis knows is with her sword. Alita must now work hard to make sure the kingdom is not trading one royal scandal for another, all while the two displaced women look for a way to return to their original bodies.

[Written by MAL Rewrite]
"
4104,4105,6.99,The Seven Deadly Sins: Signs of Holy War,TV,"['Action', 'Adventure', 'Fantasy']",4,"['Aniplex', 'Dentsu', 'Kodansha', 'Movic']",https://www.youtube.com/embed/J4ldr0d80zA?enablejsapi=1&wmode=opaque&autoplay=1,https://cdn.myanimelist.net/images/anime/13/79331.jpg,"The Seven Deadly Sins, along with Elizabeth Liones and Hawk, have won the Kingdom of Leones back from the Holy Knights. At long last, it's their time to indulge in the peaceful lives they fought for. From inedible meat pies, overdue battles, unexpected stalkers, and the butterflies of first love, the Sins are accompanied by their friends in their carefree, fun-filled time together. However, the calm is broken with the premonition of a new threat, bringing upon the signs of Holy War and threatening to shatter the peace of the Sins' easygoing days.

[Written by MAL Rewrite]"
4105,4106,6.99,Nasu: Summer in Andalusia,Movie,"['Action', 'Adventure', 'Fantasy']",1,"['VAP', 'Telecom Animation Film', 'Oh! Production', 'Tokuma Shoten', 'Asmik Ace', 'Nippon Television Network', 'Tokyu Recreation']",,https://cdn.myanimelist.net/images/anime/3/4049.jpg,"Pepe is a Spanish cyclist competing in an multi-stage Iberian cycling race similar to the Tour de France. He is a support rider for one of the teams competing in the race, and his role is to assist the team's top rider in winning the overall race. As the story unfolds, the racers are set to ride through Pepe's home town in Andalusia on the same day as the wedding of his elder brother Angel to his former girlfriend Carmen. Their relationship was a factor in his decision to leave the town to pursue professional cycling, and the wedding is a frustrating reminder that his career hasn't turned out as he would have liked. Now, with the sponsor planning to drop him from the team and his family and friends cheering him on, Pepe abandons his assigned role and strives for glory.

(Source: ANN)"
4106,4107,6.99,"I, Tsushima",TV,"['Comedy', 'Slice of Life']",12,['Asmik Ace'],https://www.youtube.com/embed/zJEd90DCAj8?enablejsapi=1&wmode=opaque&autoplay=1,https://cdn.myanimelist.net/images/anime/1916/112514.jpg,"One morning, an old lady meets a stray cat searching for food in garbage cans and decides to take him back home to give him a proper meal. Despite being surprised to learn that the cat named Tsushima has the ability to speak, she nevertheless chooses to adopt him and entertains all of his whims. Ore, Tsushima details the hilarious adventures of the gluttonous and lazy Tsushima leopard cat in his new foster family.

[Written by MAL Rewrite]"
4107,4108,6.99,Pokémon 3D Adventure: Find Mew!,Movie,"['Adventure', 'Comedy', 'Fantasy']",1,['add some'],,https://cdn.myanimelist.net/images/anime/3/30561.jpg,"Pikachu and Meowth are on a search: a search for the elusive Pokémon, Mew. They search everywhere! The sea, the sky, the woods...will they ever find Mew? 

(Source: Bulbapedia)"
4108,4109,6.99,Princess Princess,TV,"['Comedy', 'Drama']",12,['TV Asahi'],,https://cdn.myanimelist.net/images/anime/13/75530.jpg,"Tooru Kouno's attractive appearance draws unexpected attention on his first day at an all-boys school. Having to transfer to a school without girls has been bad enough, but adding to his list of frustrations are boys staring at him all day long. However, he hopes that there may be girls around, since he ran into a lovely pink-haired girl on campus earlier that day.

After being escorted to his dorm by his classmate, Yuujirou Shihoudani, he meets a student named Mikoto Yutaka, who looks eerily similar to the girl he saw previously. To his shock, he realizes Mikoto is the girl and confronts him about this revelation. Yuujirou divulges that he and Mikoto crossdress as part of their job: a school tradition in which attractive first years are chosen as idols called ""Princesses"" in order to boost the morale of the students—and because of his looks, Tooru has been chosen by the student council as their third Princess!

[Written by MAL Rewrite]"
4109,4110,6.99,Ranma ½: Best Memories,OVA,"['Comedy', 'Slice of Life']",1,['add some'],,https://cdn.myanimelist.net/images/anime/3/29885.jpg,"Collections of ""Best Of"" moments from throughout the series. This one focused on romantic moments, and shifted between the scenes with interviews with Kappei Yamaguchi, Megumi Hayashibara and Noriko Hidaka. Also interviewed are Rei Sakuma, Koichi Yamadera, Saeko Shimazu, and Yuuji Mitsuya.

(Source: furinkan.com/ranma/anime/specials.html)"
